duns_number,uq_duns,count
1000519407,,
3002808164,,
1483596,,
3003710519,,
3007261430,,
1211022,,
3006468609,,
3004456620,,
3007502863,,
1930459,,
3007481380,,
1000305672,,
3000203759,,
3007488671,,
2311278,,
3007416818,,
3006228598,,
3006228598,,
3007503212,,
3000203469,,
3002715502,,
3004154685,,
3004154685,,
1000221951,,
1000125602,,
3011304354,,
2111173,,
3007380184,,
3007503229,,
3007026789,,
3007315397,,
1911840,,
3007385354,,
1000136032,,
3004412646,,
3004407329,,
1283402,,
1417572,,
2318360,,
1000118231,,
3003569629,,
3004153061,,
1931140,,
3003569629,,
3003363010,,
3006489197,,
3006489197,,
3006489197,,
3006489197,,
3006039994,,
3006039994,,
3005013963,,
3005013963,,
3007392307,,
1000221951,,
3004541008,,
3006497240,,
3002808125,,
3003112734,,
3007276126,,
3003386299,,
1672571,,
3003723076,,
3007384323,,
3007113962,,
3007212949,,
3003748734,,
3007477755,,
3007468394,,
1000120311,,
3007152688,,
3002808084,,
3006145876,,
3007190408,,
3007410953,,
3007408981,,
3005866544,,
1000513191,,
3000204447,,
3001050819,,
3001050819,,
3007289354,,
3003616032,,
3011423,,
1019058,,
1019058,,
3007315690,,
3007187542,,
3007293049,,
2510592,,
3001298034,,
1000222037,,
3003631744,,
3007353014,,
2128643,,
3007144689,,
3006228598,,
3003407422,,
3002729102,,
1937079,,
3003266206,,
3007259359,,
1940015,,
1922566,,
3002946714,,
3004839832,,
1922352,,
2627511,,
1922351,,
3003564914,,
3005889192,,
3007220373,,
2016096,,
3007154449,,
3007154452,,
3007213530,,
1000187706,,
1000188010,,
3003243737,,
3007094463,,
1000187752,,
3008436464,,
1038631,,
1038631,,
3004865102,,
3006895770,,
3002808376,,
1000120311,,
3007143551,,
3006788636,,
1000306857,,
3003947239,,
3006394049,,
2072994,,
1000220451,,
1876508,,
1672571,,
3005706492,,
2431898,,
2431898,,
2431898,,
3003334133,,
3007126649,,
1210747,,
3003950235,,
1927975,,
3007166108,,
1000307314,,
3006997281,,
3006997293,,
1527137,,
2130055,,
1930436,,
2650031,,
3002807511,,
3007216464,,
3005167871,,
3006736312,,
3004132818,,
1940410,,
3023294,,
3007214442,,
3004918001,,
3004105524,,
1000208638,,
2431379,,
3007238162,,
2130612,,
3003580203,,
1000305672,,
3006742514,,
3007079042,,
3004021309,,
3007141557,,
3004506682,,
2650031,,
